item_title,item_picture,item_link,item_brand,item_color,item_price,item_description,item_size,item_views,item_location,item_date_added,item_followers,query
Occhiali da sole bat 🦇 rectangle silver,"['https://images1.vinted.net/t/03_0169e_g7PFh41VyyJZf2m4W37bu3r8/f800/1682338341.jpeg?s=5182647cceea730f6a882cd9d715a7daa335e228', 'https://images1.vinted.net/t/01_01126_VjiNP3hFRTopDkQVThy8tTXQ/f800/1682338341.jpeg?s=ccd45f8c13b8660e4500e7708d894e79bfda5faf', 'https://images1.vinted.net/t/01_01781_y7WV3L3XUBxxKfRsENCFU3Rh/f800/1682338342.jpeg?s=d913161b10043683c1fc5274a5977474299edf7f', 'https://images1.vinted.net/t/03_00d0a_X9G2uaQoLoR7mnhLq1n8r2fi/f800/1682338342.jpeg?s=d27644f7dc157ac9d46b33d7587e83588b9331a2', 'https://images1.vinted.net/t/03_02239_QTKpKQhfEUcEzXL8XTAxD5fL/f800/1682338342.jpeg?s=bba2b9be4c34d3c60f6e3e4461c30a39912d43c6', 'https://images1.vinted.net/t/03_0169e_g7PFh41VyyJZf2m4W37bu3r8/f800/1682338341.jpeg?s=5182647cceea730f6a882cd9d715a7daa335e228', 'https://images1.vinted.net/t/01_01126_VjiNP3hFRTopDkQVThy8tTXQ/f800/1682338341.jpeg?s=ccd45f8c13b8660e4500e7708d894e79bfda5faf', 'https://images1.vinted.net/t/01_01781_y7WV3L3XUBxxKfRsENCFU3Rh/f800/1682338342.jpeg?s=d913161b10043683c1fc5274a5977474299edf7f', 'https://images1.vinted.net/t/03_00d0a_X9G2uaQoLoR7mnhLq1n8r2fi/f800/1682338342.jpeg?s=d27644f7dc157ac9d46b33d7587e83588b9331a2', 'https://images1.vinted.net/t/03_02239_QTKpKQhfEUcEzXL8XTAxD5fL/f800/1682338342.jpeg?s=bba2b9be4c34d3c60f6e3e4461c30a39912d43c6']",https://www.vinted.fr/femmes/accessoires/lunettes-de-soleil/2940824074-occhiali-da-sole-bat-rectangle-silver,Y2K,"GRIS, ARGENTÉ","17,00 €","#sunglasses y2k modello in voga 2022
Composizione plastica.
Occhiale argento / silver e lenti specchiate.
Nuovi senza scatola.
Indossati da kim kardashian, Justin Bieber, Kylie
Jenner , kendall
#vintagelook #y2kstyle #90s #vintage",pas de taille,482,"TORINO, ITALIE",24/04/2023 14:12:21,57 UTILISATEURS,veste barbour
Vintage blazer pied de poule brown with velvet neck,"['https://images1.vinted.net/t/03_0180d_EUx2emTogKkBGQw9tRYe5sg6/f800/1681407349.jpeg?s=a74828112878b457aefd73dfe279fc5c1cf8569e', 'https://images1.vinted.net/t/02_005ef_sYvAf6kAPYepHnywdBYou76D/f800/1681407349.jpeg?s=499a7db6a1e7f56a381ebb05b2085620b79e7789', 'https://images1.vinted.net/t/02_011aa_pmu1VHnrg5bJSgyUzV71W8oC/f800/1681407349.jpeg?s=d9553b0fdd059af4e02b4c0aef58250c97d837d6', 'https://images1.vinted.net/t/03_02588_CBfDQNT5XZywS65U83fer3zN/f800/1681407349.jpeg?s=5a5c3bfe59ad32591b09c12f65e544ff1761ea3b', 'https://images1.vinted.net/t/03_01f7a_i4v1y4MAw3kqNNEghcfDsuaY/f800/1681407349.jpeg?s=b74e085d2bf84d10f11463eae069f0f4cb14260d', 'https://images1.vinted.net/t/03_0180d_EUx2emTogKkBGQw9tRYe5sg6/f800/1681407349.jpeg?s=a74828112878b457aefd73dfe279fc5c1cf8569e', 'https://images1.vinted.net/t/02_005ef_sYvAf6kAPYepHnywdBYou76D/f800/1681407349.jpeg?s=499a7db6a1e7f56a381ebb05b2085620b79e7789', 'https://images1.vinted.net/t/02_011aa_pmu1VHnrg5bJSgyUzV71W8oC/f800/1681407349.jpeg?s=d9553b0fdd059af4e02b4c0aef58250c97d837d6', 'https://images1.vinted.net/t/03_02588_CBfDQNT5XZywS65U83fer3zN/f800/1681407349.jpeg?s=5a5c3bfe59ad32591b09c12f65e544ff1761ea3b', 'https://images1.vinted.net/t/03_01f7a_i4v1y4MAw3kqNNEghcfDsuaY/f800/1681407349.jpeg?s=b74e085d2bf84d10f11463eae069f0f4cb14260d']",https://www.vinted.fr/femmes/vetements/blazers-and-tailleurs-532/2899585687-vintage-blazer-pied-de-poule-brown-with-velvet-neck,VINTAGE DRESSING,"NOIR, MARRON","17,00 €","Il blazer marrone a fantasia pied de poule è un capo di alta qualità realizzato al 100% in lana. La sua chiusura a 4 bottoni conferisce un'aria elegante e sofisticata ad ogni outfit. Perfetto per un look da ufficio o per occasioni più formali, questo blazer è sinonimo di stile e comfort. #blazer #moda #elegante #vintage 

La ragazza in foto è alta 162cm solitamente indossa una S.","S / 36 / 8
SIZE INFORMATION",862,"TORINO, ITALIE",13/04/2023 19:35:49,58 UTILISATEURS,veste barbour
Sunglasses black lenses fashion style summer 2023,"['https://images1.vinted.net/t/02_01509_YKHor3d2bPxYNeopTpdy5JWB/f800/1682345426.jpeg?s=457bfdfa42054d2584a1aa95d542bbac23735852', 'https://images1.vinted.net/t/03_018b2_4XGWdUGbv9DeEfH3kCAMvVxM/f800/1682345426.jpeg?s=cc47282ec1d68aa7f83e605554356a40bf933a3c', 'https://images1.vinted.net/t/02_019b7_j83h8vP1QGivaD8TQrs5QHtr/f800/1682315108.jpeg?s=6be397b9166a02088f916043f34fb18864051167', 'https://images1.vinted.net/t/03_0245f_u8hmcmrsFShhwgg2TUqLv71j/f800/1682315108.jpeg?s=9bd20f8e0a9296da73a4a21a63369896e63264d4', 'https://images1.vinted.net/t/02_01dfa_bfmzfvYs1K5PxJrKEdEvfnV8/f800/1682315108.jpeg?s=4b4436f71eb6852db5103b49715e825d78fb57fb', 'https://images1.vinted.net/t/02_01509_YKHor3d2bPxYNeopTpdy5JWB/f800/1682345426.jpeg?s=457bfdfa42054d2584a1aa95d542bbac23735852', 'https://images1.vinted.net/t/03_018b2_4XGWdUGbv9DeEfH3kCAMvVxM/f800/1682345426.jpeg?s=cc47282ec1d68aa7f83e605554356a40bf933a3c', 'https://images1.vinted.net/t/02_019b7_j83h8vP1QGivaD8TQrs5QHtr/f800/1682315108.jpeg?s=6be397b9166a02088f916043f34fb18864051167', 'https://images1.vinted.net/t/03_0245f_u8hmcmrsFShhwgg2TUqLv71j/f800/1682315108.jpeg?s=9bd20f8e0a9296da73a4a21a63369896e63264d4', 'https://images1.vinted.net/t/02_01dfa_bfmzfvYs1K5PxJrKEdEvfnV8/f800/1682315108.jpeg?s=4b4436f71eb6852db5103b49715e825d78fb57fb']",https://www.vinted.fr/femmes/accessoires/lunettes-de-soleil/2935293694-sunglasses-black-lenses-fashion-style-summer-2023,Y2K,NOIR,"17,00 €","Occhiali da sole unisex
Colore nero e lenti nere , ricordano noto brand
Indossati da diversi personaggi famosi
Come kendall Jenner e Kylie e Justin Bieber
Si vendono senza custodia !!
Stupendi nuovi mai indossati.
Astenersi offerte perditempo.
Spedizione 🚚 rapida in 24h dal pagamento.
Altri capi vintage sul mio profilo",pas de taille,688,"TORINO, ITALIE",23/04/2023 11:50:35,60 UTILISATEURS,veste barbour
Veste sans manche Barbour réversible,"['https://images1.vinted.net/t/01_00c50_PqDd61v2wupWai4wDpQ7wW4q/f800/1682612106.jpeg?s=14e152ca853ef9b5268dc09fa55ac386f74b1464', 'https://images1.vinted.net/t/02_00f28_G8Q7cMjVKyXYYnbLsVih2GJu/f800/1682612106.jpeg?s=a87649fbecd1d404774a6d9ba70bada662d3fbab', 'https://images1.vinted.net/t/02_02640_F3GPdLqNrvWTuz6rhr3ENY1j/f800/1682612106.jpeg?s=00ae33a1f3be85735a78b9a759e52dcaba5703f4', 'https://images1.vinted.net/t/02_01fcd_8bsYKvUApLgLNT2ijHJAjUQn/f800/1682612106.jpeg?s=9bb639ec0ba2fe7721da89523a1af7af4671806a', 'https://images1.vinted.net/t/03_000ac_cFCKGn2CJwaumFH3reYVYR2y/f800/1682612106.jpeg?s=f913f416b45a90829ef3f6b7f17952ad9346e84c', 'https://images1.vinted.net/t/01_00c50_PqDd61v2wupWai4wDpQ7wW4q/f800/1682612106.jpeg?s=14e152ca853ef9b5268dc09fa55ac386f74b1464', 'https://images1.vinted.net/t/02_00f28_G8Q7cMjVKyXYYnbLsVih2GJu/f800/1682612106.jpeg?s=a87649fbecd1d404774a6d9ba70bada662d3fbab', 'https://images1.vinted.net/t/02_02640_F3GPdLqNrvWTuz6rhr3ENY1j/f800/1682612106.jpeg?s=00ae33a1f3be85735a78b9a759e52dcaba5703f4', 'https://images1.vinted.net/t/02_01fcd_8bsYKvUApLgLNT2ijHJAjUQn/f800/1682612106.jpeg?s=9bb639ec0ba2fe7721da89523a1af7af4671806a', 'https://images1.vinted.net/t/03_000ac_cFCKGn2CJwaumFH3reYVYR2y/f800/1682612106.jpeg?s=f913f416b45a90829ef3f6b7f17952ad9346e84c']",https://www.vinted.fr/hommes/vetements/manteaux-and-vestes/vestes-sans-manches/2953193623-veste-sans-manche-barbour-reversible,BARBOUR,MARINE,"90,00 €","Veste sans manche Barbour réversible, matelassée ou velours 
Très bon état 
Taille XL","XL
SIZE INFORMATION",19,"TOULOUSE, FRANCE",27/04/2023 18:15:06,AUCUN MEMBRE INTERESSE,veste barbour
Parka Saint James,"['https://images1.vinted.net/t/03_0178c_yL3m7YDUnziyEJ2kjQzJTnmV/f800/1682342282.jpeg?s=03c5680d99ad20fe08502db3f8f6d76fec6a5747', 'https://images1.vinted.net/t/03_005e3_gY9UFK4rBEcgz5D6pDCA7jh5/f800/1682342282.jpeg?s=c9f3584af268d60c54e9ef24bcb60737efdb95e9', 'https://images1.vinted.net/t/02_015cd_QRgZv71e9wPbGRJWq5jr3tj2/f800/1682341654.jpeg?s=22a16d3adba12063d22683ed1a5d35f18549d8e6', 'https://images1.vinted.net/t/03_01d02_zX6yjcStt5QeBMBy59GHca9E/f800/1682341654.jpeg?s=e823ab44ee6d9c6262fa235d829c00404fb1e2ab', 'https://images1.vinted.net/t/03_00604_goEPYjbcrEqPQw2wZqPu2oU1/f800/1682341654.jpeg?s=46ce0978fdf33a6106bfa58e6f88b52b6d6a6928', 'https://images1.vinted.net/t/03_0178c_yL3m7YDUnziyEJ2kjQzJTnmV/f800/1682342282.jpeg?s=03c5680d99ad20fe08502db3f8f6d76fec6a5747', 'https://images1.vinted.net/t/03_005e3_gY9UFK4rBEcgz5D6pDCA7jh5/f800/1682342282.jpeg?s=c9f3584af268d60c54e9ef24bcb60737efdb95e9', 'https://images1.vinted.net/t/02_015cd_QRgZv71e9wPbGRJWq5jr3tj2/f800/1682341654.jpeg?s=22a16d3adba12063d22683ed1a5d35f18549d8e6', 'https://images1.vinted.net/t/03_01d02_zX6yjcStt5QeBMBy59GHca9E/f800/1682341654.jpeg?s=e823ab44ee6d9c6262fa235d829c00404fb1e2ab', 'https://images1.vinted.net/t/03_00604_goEPYjbcrEqPQw2wZqPu2oU1/f800/1682341654.jpeg?s=46ce0978fdf33a6106bfa58e6f88b52b6d6a6928']",https://www.vinted.fr/hommes/vetements/manteaux-and-vestes/parkas/2941102151-parka-saint-james,SAINT JAMES,"NOIR, MARRON","30,00 €","Style barbour 
Très bon état","M
SIZE INFORMATION",44,"FRESVILLE, FRANCE",24/04/2023 15:07:34,AUCUN MEMBRE INTERESSE,veste barbour
Veste Barbour kaki,"['https://images1.vinted.net/t/01_022b3_hvKM1pqsL6dLhSh5usBciLjb/f800/1679232470.jpeg?s=e12ae0cf7ed2d4c6aa4b8faad8dea334881592b2', 'https://images1.vinted.net/t/01_01f52_yyxLAHsEZCf5FphcmUMffAyo/f800/1679232470.jpeg?s=31057c79ce9e8a9f2016e97bc1e26872379fb085', 'https://images1.vinted.net/t/02_0242f_RbPHZ2BveLDvTDkjLriUZzCf/f800/1679232470.jpeg?s=69f607dadd67a1928122168ed6cc711da637c0f8', 'https://images1.vinted.net/t/03_00e77_dntSkm8RsUyye3YawCxWgMFz/f800/1679232470.jpeg?s=8e8758acb37c9876cc1e8df1730e0895e642b2ce', 'https://images1.vinted.net/t/01_0101e_h1Ka6hXVNcwicZz8ezCZKS4k/f800/1679232471.jpeg?s=0e7a3e021f0ca3a7293847f46a88e25f0c03dbca', 'https://images1.vinted.net/t/01_022b3_hvKM1pqsL6dLhSh5usBciLjb/f800/1679232470.jpeg?s=e12ae0cf7ed2d4c6aa4b8faad8dea334881592b2', 'https://images1.vinted.net/t/01_01f52_yyxLAHsEZCf5FphcmUMffAyo/f800/1679232470.jpeg?s=31057c79ce9e8a9f2016e97bc1e26872379fb085', 'https://images1.vinted.net/t/02_0242f_RbPHZ2BveLDvTDkjLriUZzCf/f800/1679232470.jpeg?s=69f607dadd67a1928122168ed6cc711da637c0f8', 'https://images1.vinted.net/t/03_00e77_dntSkm8RsUyye3YawCxWgMFz/f800/1679232470.jpeg?s=8e8758acb37c9876cc1e8df1730e0895e642b2ce', 'https://images1.vinted.net/t/01_0101e_h1Ka6hXVNcwicZz8ezCZKS4k/f800/1679232471.jpeg?s=0e7a3e021f0ca3a7293847f46a88e25f0c03dbca']",https://www.vinted.fr/hommes/vetements/manteaux-and-vestes/vestes/vestes-harrington-1226/2805782961-veste-barbour-kaki,ZARA,KAKI,"8,00 €","En bon état, taille S ou M
Fermeture éclair, doublure en bon état.
Coutures cuirs élimées 
Un petit trou à l’arrière","M
SIZE INFORMATION",84,"PARIS, FRANCE",19/03/2023 14:27:50,1 UTILISATEUR,veste barbour
Veste Massimo Dutti type Barbour,"['https://images1.vinted.net/t/02_024d5_mSouUXNR5dmY882EKQvDT5gb/f800/1681676685.jpeg?s=d685d2df4db41e63fdd6bec542fdd6fa86be0139', 'https://images1.vinted.net/t/02_01010_4Au4PnEyBcdpQDv1jymH5fHF/f800/1681676685.jpeg?s=8b10f6dcfe20da9788e77a12e1c2015431c0953b', 'https://images1.vinted.net/t/01_01762_2hGZWwKo5iMCzph7iVsjsowS/f800/1681676685.jpeg?s=f9109446be29f6d7da5e6600ce8b06745f7fe5c8', 'https://images1.vinted.net/t/02_00280_guck5KLPZCKtfisY8tefnjJT/f800/1681677230.jpeg?s=718ff4291bbc271eec4eb49e9c7b1bbc99be4fe8', 'https://images1.vinted.net/t/02_024d5_mSouUXNR5dmY882EKQvDT5gb/f800/1681676685.jpeg?s=d685d2df4db41e63fdd6bec542fdd6fa86be0139', 'https://images1.vinted.net/t/02_01010_4Au4PnEyBcdpQDv1jymH5fHF/f800/1681676685.jpeg?s=8b10f6dcfe20da9788e77a12e1c2015431c0953b', 'https://images1.vinted.net/t/01_01762_2hGZWwKo5iMCzph7iVsjsowS/f800/1681676685.jpeg?s=f9109446be29f6d7da5e6600ce8b06745f7fe5c8', 'https://images1.vinted.net/t/02_00280_guck5KLPZCKtfisY8tefnjJT/f800/1681677230.jpeg?s=718ff4291bbc271eec4eb49e9c7b1bbc99be4fe8']",https://www.vinted.fr/femmes/vetements/manteaux-and-vestes/vestes/vestes-matelassees-2596/2912929271-veste-massimo-dutti-type-barbour,MASSIMO DUTTI,MARINE,"30,00 €","Veste matelassée bleu marine avec empiècements simili cuir camel 
Taille M 
Ajustable avec élastique au niveau de la taille pour un fini seyant
tres bon état (aucun défaut), quasiment jamais portée","M / 38 / 10
SIZE INFORMATION",80,"PARIS, FRANCE",16/04/2023 22:24:45,AUCUN MEMBRE INTERESSE,veste barbour
Veste Barbour Heritage Liddesdale noire taille L,"['https://images1.vinted.net/t/02_0062f_Bbi2QLffxUynNNqGsDfiQRLB/f800/1682438289.jpeg?s=e54adb2c704b2c56f1f066434655d90b296ad8bf', 'https://images1.vinted.net/t/03_0000f_2wCta7U9FqiTQBxeNh4S8x1Z/f800/1682438289.jpeg?s=840c9d263da5d794401b58b3b036fb6650de150c', 'https://images1.vinted.net/t/02_0062f_Bbi2QLffxUynNNqGsDfiQRLB/f800/1682438289.jpeg?s=e54adb2c704b2c56f1f066434655d90b296ad8bf', 'https://images1.vinted.net/t/03_0000f_2wCta7U9FqiTQBxeNh4S8x1Z/f800/1682438289.jpeg?s=840c9d263da5d794401b58b3b036fb6650de150c']",https://www.vinted.fr/hommes/vetements/manteaux-and-vestes/vestes/vestes-matelassees/2945878533-veste-barbour-heritage-liddesdale-noire-taille-l,BARBOUR,NOIR,"50,00 €","Veste en polyamide. Très peu portée, très bon état","L
SIZE INFORMATION",94,"PARIS 09, FRANCE",25/04/2023 17:58:08,2 UTILISATEURS,veste barbour
Barbour jas maat L,"['https://images1.vinted.net/t/01_021cb_g37v8dWN66iDL7aY8tYVXKzq/f800/1681994380.jpeg?s=868653c9b99c494df6725b87ba87740f4041099e', 'https://images1.vinted.net/t/03_02679_QGmJN4EkEGjWRZoVzS9MmFvf/f800/1681994380.jpeg?s=06c9ede39c07e7a92ff3fdd2f7e3b07022001983', 'https://images1.vinted.net/t/03_01e99_dvC7uT7pZHobAjvhRhMxnTP5/f800/1681994380.jpeg?s=3e6f82b704a17112026c4bfb4615f02440b239f8', 'https://images1.vinted.net/t/03_00aea_DiiNQYN1YZQDqfSRkouDGUsq/f800/1681994380.jpeg?s=4955168e55e328e8bf6d1f4a2de6ea6f0e2cd9c2', 'https://images1.vinted.net/t/02_023e6_TJw9gZRph2Ko6cF1sBRjrSax/f800/1681994380.jpeg?s=8d3c63acc081c1b64e69082fae6de078b35613cb', 'https://images1.vinted.net/t/01_021cb_g37v8dWN66iDL7aY8tYVXKzq/f800/1681994380.jpeg?s=868653c9b99c494df6725b87ba87740f4041099e', 'https://images1.vinted.net/t/03_02679_QGmJN4EkEGjWRZoVzS9MmFvf/f800/1681994380.jpeg?s=06c9ede39c07e7a92ff3fdd2f7e3b07022001983', 'https://images1.vinted.net/t/03_01e99_dvC7uT7pZHobAjvhRhMxnTP5/f800/1681994380.jpeg?s=3e6f82b704a17112026c4bfb4615f02440b239f8', 'https://images1.vinted.net/t/03_00aea_DiiNQYN1YZQDqfSRkouDGUsq/f800/1681994380.jpeg?s=4955168e55e328e8bf6d1f4a2de6ea6f0e2cd9c2', 'https://images1.vinted.net/t/02_023e6_TJw9gZRph2Ko6cF1sBRjrSax/f800/1681994380.jpeg?s=8d3c63acc081c1b64e69082fae6de078b35613cb']",https://www.vinted.fr/men/clothes/outerwear/jackets/quilted-jackets/2925673297-barbour-jas-maat-l,BARBOUR,NOIR,"50,00 €","Barbour jas
Maat: L
Kleur: Zwart
Conditie: Goed, kleine beschading van de knoop op de rug en een klein gat aan de voorkant (Zie foto)","L
SIZE INFORMATION",150,"LEIDEN, PAYS-BAS",20/04/2023 14:39:40,1 UTILISATEUR,veste barbour
Veste barbour,"['https://images1.vinted.net/t/03_0085e_9Sokrssj9BxUDVrMEC2LyLkC/f800/1680447870.jpeg?s=02ba997351c2857989b4fa888cae3fb60941213a', 'https://images1.vinted.net/t/02_007de_imoFmEBmJPw1jwwRQEhYiJtY/f800/1680447870.jpeg?s=48efb83bd3fdcbe27c281bb586a94db24dd03a17', 'https://images1.vinted.net/t/03_0085e_9Sokrssj9BxUDVrMEC2LyLkC/f800/1680447870.jpeg?s=02ba997351c2857989b4fa888cae3fb60941213a', 'https://images1.vinted.net/t/02_007de_imoFmEBmJPw1jwwRQEhYiJtY/f800/1680447870.jpeg?s=48efb83bd3fdcbe27c281bb586a94db24dd03a17']",https://www.vinted.fr/hommes/vetements/manteaux-and-vestes/vestes/vestes-matelassees/2859534986-veste-barbour,BARBOUR,MARINE,"30,00 €",Veste collector barbour taille xl se porte large,"XL
SIZE INFORMATION",182,"SOISSONS, FRANCE",02/04/2023 17:04:30,5 UTILISATEURS,veste barbour
Veste matelassée Barbour t40,"['https://images1.vinted.net/t/03_00192_JN6LGPc3x2z8TEWipEHBEfG8/f800/1675846593.jpeg?s=92a1ab870943cef62da9cf63cdfeb2fc6b129737', 'https://images1.vinted.net/t/01_0227e_y3cfYorznDwXGg3VtakAWbu8/f800/1675846593.jpeg?s=9623ede936c13df38dc4bed9620b3f50d762311d', 'https://images1.vinted.net/t/03_000ae_z6Z1PUoY5BZ6Wi3Ejw4PhVnK/f800/1675846593.jpeg?s=f21e91d057a71d4fed3cc09f3f9c27fed3b4b381', 'https://images1.vinted.net/t/02_0199d_4Un58ycXn1Yxbk6CzSsUEcbg/f800/1675846593.jpeg?s=61a8d1ab747e9636589e909ce639c92cb4ecd70a', 'https://images1.vinted.net/t/03_01352_hY8dy6vXzKYnaXoDBCV5tGYR/f800/1675846593.jpeg?s=443c5b4e0c43541894aebaaafb312a064d0e6059', 'https://images1.vinted.net/t/03_00192_JN6LGPc3x2z8TEWipEHBEfG8/f800/1675846593.jpeg?s=92a1ab870943cef62da9cf63cdfeb2fc6b129737', 'https://images1.vinted.net/t/01_0227e_y3cfYorznDwXGg3VtakAWbu8/f800/1675846593.jpeg?s=9623ede936c13df38dc4bed9620b3f50d762311d', 'https://images1.vinted.net/t/03_000ae_z6Z1PUoY5BZ6Wi3Ejw4PhVnK/f800/1675846593.jpeg?s=f21e91d057a71d4fed3cc09f3f9c27fed3b4b381', 'https://images1.vinted.net/t/02_0199d_4Un58ycXn1Yxbk6CzSsUEcbg/f800/1675846593.jpeg?s=61a8d1ab747e9636589e909ce639c92cb4ecd70a', 'https://images1.vinted.net/t/03_01352_hY8dy6vXzKYnaXoDBCV5tGYR/f800/1675846593.jpeg?s=443c5b4e0c43541894aebaaafb312a064d0e6059']",https://www.vinted.fr/donna/vestiti/abbigliamento-da-esterno/giacche/giacche-trapuntate/2670887546-veste-matelassee-barbour-t40,BARBOUR,BORDEAUX,"18,00 €","Veste matelassée Barbour 
Beaucoup porté mais encore bien (voir photo - quelques marques devant / bouloches interieurs)","L / 40 / 12
SIZE INFORMATION",564,"PARIS 10, FRANCE",08/02/2023 09:56:33,19 UTILISATEURS,veste barbour
Barbour herron quilt,"['https://images1.vinted.net/t/03_00b44_7TwvtZR83UJDDZg7gX8iVoSn/f800/1682443145.jpeg?s=43ac85c093cdf4fec9cb5565efc3d3e56cdad0c7', 'https://images1.vinted.net/t/02_01587_HsXEWZqqzaYhYZbZBV5kRKDH/f800/1682443145.jpeg?s=c7f6e5b9052c9f50ccf5217906a4a53ae7831567', 'https://images1.vinted.net/t/03_00117_saSD262Tf4HyyGyubk3Kq5Kv/f800/1682443145.jpeg?s=3fcf797d43a24d82710f17d180f3f090efbbd792', 'https://images1.vinted.net/t/02_02064_fUJjWrMBTZS91VHhTuiUU6wX/f800/1682443145.jpeg?s=193665d5fa838cedf325496dbd71f2a2733e9b15', 'https://images1.vinted.net/t/01_00ed5_zueYejddzFtbtVFBAoVnjA75/f800/1682443145.jpeg?s=9bf53f394f913f46e614669a2007764fcb0339ac', 'https://images1.vinted.net/t/03_00b44_7TwvtZR83UJDDZg7gX8iVoSn/f800/1682443145.jpeg?s=43ac85c093cdf4fec9cb5565efc3d3e56cdad0c7', 'https://images1.vinted.net/t/02_01587_HsXEWZqqzaYhYZbZBV5kRKDH/f800/1682443145.jpeg?s=c7f6e5b9052c9f50ccf5217906a4a53ae7831567', 'https://images1.vinted.net/t/03_00117_saSD262Tf4HyyGyubk3Kq5Kv/f800/1682443145.jpeg?s=3fcf797d43a24d82710f17d180f3f090efbbd792', 'https://images1.vinted.net/t/02_02064_fUJjWrMBTZS91VHhTuiUU6wX/f800/1682443145.jpeg?s=193665d5fa838cedf325496dbd71f2a2733e9b15', 'https://images1.vinted.net/t/01_00ed5_zueYejddzFtbtVFBAoVnjA75/f800/1682443145.jpeg?s=9bf53f394f913f46e614669a2007764fcb0339ac']",https://www.vinted.fr/uomo/vestiti/abbigliamento-da-esterno/giacche/giacche-trapuntate/2946281586-barbour-herron-quilt,BARBOUR,VERT,"106,00 €",Barbour herron quilt green size L,"L
SIZE INFORMATION",64,"HEIST-AAN-ZEE, BELGIQUE",25/04/2023 19:19:05,1 UTILISATEUR,veste barbour
Veste Barbour,"['https://images1.vinted.net/t/03_01133_fa6DcX5w4U4Mcnqas26c6NqS/f800/1682405435.jpeg?s=1ba475e357cedb25ed7ad66aedaa6bed4c5e8a1a', 'https://images1.vinted.net/t/02_023b2_czWg367wu4kVtBvcHwYrsf5W/f800/1682405435.jpeg?s=e2220afbeb6af139e925d3be016780179f9877c4', 'https://images1.vinted.net/t/01_00295_ey5updCQJjqtjDQeZTrBXof9/f800/1682405435.jpeg?s=5263a98d99a7a7947dc0a8c5a7af1028a1ee1137', 'https://images1.vinted.net/t/02_01a43_tb74VCKcBJzK1HzBqC8wpkCn/f800/1682405435.jpeg?s=8d934e84246f144c26a593f3ad3015ef5a855dd7', 'https://images1.vinted.net/t/02_02196_ctc8jGiRXasb437Z6KfAgETH/f800/1682405435.jpeg?s=2251649dfe776b32e2d57358fc7bce8df9b21461', 'https://images1.vinted.net/t/03_01133_fa6DcX5w4U4Mcnqas26c6NqS/f800/1682405435.jpeg?s=1ba475e357cedb25ed7ad66aedaa6bed4c5e8a1a', 'https://images1.vinted.net/t/02_023b2_czWg367wu4kVtBvcHwYrsf5W/f800/1682405435.jpeg?s=e2220afbeb6af139e925d3be016780179f9877c4', 'https://images1.vinted.net/t/01_00295_ey5updCQJjqtjDQeZTrBXof9/f800/1682405435.jpeg?s=5263a98d99a7a7947dc0a8c5a7af1028a1ee1137', 'https://images1.vinted.net/t/02_01a43_tb74VCKcBJzK1HzBqC8wpkCn/f800/1682405435.jpeg?s=8d934e84246f144c26a593f3ad3015ef5a855dd7', 'https://images1.vinted.net/t/02_02196_ctc8jGiRXasb437Z6KfAgETH/f800/1682405435.jpeg?s=2251649dfe776b32e2d57358fc7bce8df9b21461']",https://www.vinted.fr/hommes/vetements/manteaux-and-vestes/vestes/vestes-matelassees/2943597075-veste-barbour,BARBOUR,MARRON,"30,00 €","Taille S
Martin foncé 
Col en velours côtelé 
Quelques marques d’usure cf photos 
Bon état général","S
SIZE INFORMATION",86,"BARCELONA, ESPAGNE",25/04/2023 08:50:35,AUCUN MEMBRE INTERESSE,veste barbour
